name,value
OK,Confirmer
AGREE,Accepter
REFUSE,Refuser
CANCEL,Annuler
SUCCESS,Succès
FAIL,Perdre
BUY,Acheter
GOTO,Aller
TIME_UNIT_MONTH,Mois
TIME_UNIT_DAY,Jour
TIME_UNIT_HOUR,h
TIME_UNIT_MIN,m
TIME_UNIT_SEC,s
INPUT_CANNOT_BE_EMPTY,Le champ ne peut pas être vide
STRING_LENGTH_LIMIT,{0} caractères max
GET_CONFIG_FAILD,Échec de lecture de la configuration
UNABLE_TO_CONNECT_TO_SERVER,Échec de connexion au serveur
INVALID_TOKEN,État de connexion invalide
INVALID_ENTRY_ID,Serveur cible invalide
SERVER_ERROR,Le serveur a rencontré une erreur
INVALID_PARAM,Paramètre invalide
SERVER_IS_FULL,Le serveur est plein
DUPLICATE_NAME,Le nom est pris
ILLEGAL_NAME_LENGTH,Longueur de nom invalide
ILLEGAL_NAME,Le nom comprend des caractères non valides
PASSPORT_CANT_BE_NULL,Le compte ne peut pas être vide
CONFIRM_REPLACE_ARMOR,Vous portez déjà un équipement. Voulez-vous le porter <color=#00ff00>{name}</color> ?
USER_LEVEL_INVALID,Niveau invalide
ARMOR_SCORE_FORMAT,Score d'Eqpt: {score}
ARMOR_LEVEL_FORMAT,Niv d'Eqpt: {niveau}
DUNGEON_WIN_RATE,Taux de gain : {rate}%%
DUNGEON_EXP_ADD_RATE,Bonus d'EXP : {rate}%%.
SKILL_LOCK,Cette compétence est débloquée au niveau Niv.
SKILL_CONTINER_LOCK,Déverrouillé au Niv.{level}
CUR_DUNEGON_IS_LOCK,Le donjon cible est verrouillé
CUR_MAP_IS_LOCK,La carte cible est verrouillée
BOSS_TIAO_ZHAN,Défi du Boss
BOSS_SAO_DANG,Balayage de Boss
BUY_BOSS_FIGHT_COUNT_COST,Acheter des tentatives de Défi de Boss pour la {0}eme fois coûte {1} diamants aujourd'hui. Continuer ? (Vous êtes maintenant VIP{2} et vous pouvez acheter {3} plus de fois aujourd'hui)
FAST_FIGHT_COST,Gagnez 2 heures de récompenses AFK pour chaque Combat rapide. (Avec VIP {0} vous pouvez procéder jusqu'à {1} achats par jour).
