id,avatar_name,spine_name,avatar_icon_big,avatar_icon_small,long_image,avatar_quality,animal_cid,is_default,unlock_cond1,unlock_operation,unlock_cond2,unlock_desc,is_show,image_bg,audio_folder_name,audio_name,audio_random_count
101001000,伊薇特,SN_BRM,1000_DGF.png,1001_0.png,img_shouniang1.png,2,1,1,0,0,0,默认皮肤,1,animal_ui_bg_1.jpg,,,4
102001000,芬妮尔,SN_LN,2001_2.png,1004_0.png,img_shouniang4.png,2,2,1,0,0,0,默认皮肤,1,animal_ui_bg_1.jpg,,,4
103001000,妮菲塔丽,SN_BSN,2001_0.png,1002_0.png,img_shouniang2.png,2,3,1,0,0,0,默认皮肤,1,animal_ui_bg_1.jpg,,,4
104001000,雪樱,SN_JWH,2001_YZ1.png,1005_0.png,img_shouniang5.png,2,4,1,0,0,0,默认皮肤,1,animal_ui_bg_1.jpg,,,4
105001000,艾琳诺,SN_BHJY,2001_1.png,1003_0.png,img_shouniang3.png,2,5,1,0,0,0,默认皮肤,1,animal_ui_bg_1.jpg,,,4
106001000,熙玉,SN_YT,2001_1.png,1006_0.png,img_shouniang6.png,2,6,1,0,0,0,默认皮肤,1,animal_ui_bg_1.jpg,,,4
107001000,悠妮丝,SN_BRNN,2001_1.png,1007_0.png,img_shouniang7.png,2,7,1,0,0,0,默认皮肤,1,animal_ui_bg_1.jpg,,,4
108001000,希尔芙,SN_FJL,2001_1.png,1008_0.png,img_shouniang8.png,2,8,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
109001000,温蒂妮,SN_SJL,2001_1.png,1009_0.png,img_shouniang9.png,2,9,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
110001000,幻兽诺姆,SN_TJL,2001_1.png,1010_0.png,img_shouniang10.png,2,10,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
111001000,沙拉曼妲,SN_HJL,2001_1.png,1011_0.png,img_shouniang11.png,2,11,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
112001000,哈提&斯库尔,SN_HT,2001_1.png,1012_0.png,img_shouniang12.png,2,12,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
113001000,尼德霍格,SN_NDHG,2001_1.png,1013_0.png,img_shouniang13.png,2,13,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
114001000,耶梦加得,SN_YMJD,2001_1.png,1014_0.png,img_shouniang14.png,2,14,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
115001000,菲奈特,SN_ML,2001_1.png,1015_0.png,img_shouniang15.png,2,15,1,0,0,0,默认皮肤,1,animal_ui_bg_1.jpg,,,4
116001000,伊娃,SN_DJS,2001_1.png,1016_0.png,img_shouniang16.png,2,16,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
117001000,凡蒂丝,SN_YS,2001_1.png,1017_0.png,img_shouniang17.png,2,17,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
118001000,蕾傲妮,SN_SJ,2001_1.png,1018_0.png,img_shouniang18.png,2,18,1,0,0,0,默认皮肤,1,animal_ui_bg_2.jpg,,,4
