name,value
OK,Xác nhận
AGREE,Đồng ý
REFUSE,Từ chối
CANCEL,Hủy
SUCCESS,Thành công
FAIL,Thất bại
BUY,Mua
GOTO,Tới
TIME_UNIT_MONTH,tháng
TIME_UNIT_DAY,ngày
TIME_UNIT_HOUR,giờ
TIME_UNIT_MIN,phút
TIME_UNIT_SEC,giây
INPUT_CANNOT_BE_EMPTY,Không được để trống
STRING_LENGTH_LIMIT,Nhiều nhất {0} ký tự
GET_CONFIG_FAILD,Nhận thiết lập thất bại
UNABLE_TO_CONNECT_TO_SERVER,Không thể liên kết tới máy chủ
INVALID_TOKEN,Trạng thái đăng nhập vô hiệu
INVALID_ENTRY_ID,Máy chủ mục tiêu vô hiệu
SERVER_ERROR,Lỗi máy chủ
INVALID_PARAM,Tham số vô hiệu
SERVER_IS_FULL,Máy chủ đầy
DUPLICATE_NAME,Tên đã được sử dụng
ILLEGAL_NAME_LENGTH,Độ dài tên không hợp lệ
ILLEGAL_NAME,Tên có ký tự không hợp lệ
PASSPORT_CANT_BE_NULL,Tài khoản không được để trống
CONFIRM_REPLACE_ARMOR,"Trên người đã có một trang bị, bạn có muốn mang <color=#00ff00>{name}</color> không?"
USER_LEVEL_INVALID,Cấp không hợp lệ
ARMOR_SCORE_FORMAT,Điểm trang bị: {score}
ARMOR_LEVEL_FORMAT,Cấp trang bị: {level}
DUNGEON_WIN_RATE,Tỷ lệ thắng: {rate}%
DUNGEON_EXP_ADD_RATE,EXP Thưởng: {rate}%
SKILL_LOCK,Kỹ năng này mở khóa ở cấp {level}
SKILL_CONTINER_LOCK,Mở khóa ở cấp {level}
CUR_DUNEGON_IS_LOCK,Phụ bản chưa mở khóa
CUR_MAP_IS_LOCK,Bản đồ chưa mở khóa
BOSS_TIAO_ZHAN,Thách đấu Boss
BOSS_SAO_DANG,Quét Boss
BUY_BOSS_FIGHT_COUNT_COST,"Lượt thách đấu Boss thứ {0} hôm nay tốn {1} Kim Cương, có chắc chắn mua? (Bạn là VIP {2}, hôm nay còn có thể mua {3} lần nữa)"
FAST_FIGHT_COST,Mỗi khi Chiến Đấu Nhanh sẽ nhận được Thưởng Treo Máy 2 giờ (VIP {0} có thể mua tối đa {1} lượt/ngày)
BOSS_FIGHT_WIN_RATE_NOUT_ENOUGH,Cẩn tỷ lệ thắng trên 80% để thách đấu Boss
USE_GOODS_TO_GET_BOSS_FIGHT_COUNT,"Bạn còn {0} phiếu thách đấu Boss, bạn có muốn dùng không?"
REACH_USE_MAX_COUNT_TODAY,Đã hết lượt dùng trong ngày
IS_FIGHING_BOSS,Đang thách đấu
ALREADY_IN_DUNGEON,Quay về treo máy
DO_CHANGE_DUNGEON,Vào treo máy
STRENGTH,Lực
AGILITY,Nhạy
INTELLIGENCE,Trí
STAMINA,Bền
MAX_HP,Max HP
MAX_MP,Max MP
MIN_ATTACK,Min Công
MAX_ATTACK,Max Công
DEFEND,Thủ
PHYSC_DEF,Vật kháng
MAGIC_DEF,Ma kháng
HIT,Trúng
DEHIT,Tránh
CRIT,Bạo
DECRIT,Sắc
MP_RECOVER,Hồi ma
CUR_HP,HP hiện tại
CUR_MP,MP hiện tại
ATTACK_ADD,Tăng công
HP_ADD,Tăng HP
HIT_ADD,Tăng trúng
DEFEND_ADD,Tăng thủ
DECRIT_ADD,Tăng sắc
DEHIT_ADD,Tăng tránh
CRIT_ADD,Tăng bạo
CRIT_DAMAGE_ADD,Tăng bạo sát
DRAIN_HP,Hút máu
DEFEND_IGNORE,Xuyên
PHYSC_DEF_IGNORE,Xuyên vật
MAGIC_DEF_IGNORE,Xuyên ma
PHYSC_DEF_ADD,Tăng vật kháng
MAGIC_DEF_ADD,Tăng ma kháng
DEBUFF_RESIST,Kháng cự dị thường
HP_RECOVER,Hồi HP
BOUNCE_RATE,Phản sát
EXP_ADD,EXP nhận
EXP,EXP
VIP_EXP,EXP VIP
COIN_ADD,Rơi vàng
COIN,Vàng
GOLD,Kim cương
MEDAL,Võ uy
FUSION,Điểm dung luyện
ESSENCE,Cường tinh
GEM_TICKET,Phiếu ngọc
PRESTIGE,Danh vọng
DEBRIS,Mảnh thần hồn
SUMMON_SCORE,Điểm
HONOR,Danh
STAR_STONE,Tinh thạch
HIGH_QUALITY_RATE,Rơi trang bị
ARMOR_ATTR_PART1,<size=30><color=#FFFF00>Thuộc tính cơ bản:</color></size>
ARMOR_ATTR_PART1_ITEM,<size=25><color=#FFFFFF>{text}</color></size>
ARMOR_ATTR_PART2,<size=30><color=#FFFF00> Thuộc tính phụ:</color></size>
ARMOR_ATTR_PART2_ITEM,<size=25><color=#FF882C>{text}</color></size>
ARMOR_ATTR_PART3,<size=30><color=#FF0000> Thuộc tính thần khí:</color></size>
ARMOR_ATTR_PART3_ITEM,<size=25><color=#FF0000>{text}</color></size>
TIME_SECOND,giây
TIME_MINUTE,phút
TIME_HOUR,giờ
STRENGTHEN_LEVEL_MAX,Cấp cường hóa không vượt cấp người chơi
CONFIRM_INHERIT_AND_REPLACE_ARMOR,"Bạn chắc chắn kế thừa và thay bằng <color=#00ff00>{name}</color> chứ? (Kế thừa cấp Cường hóa, Thuộc tính Thần khí và Ngọc của trang bị gốc）"
ARMOR_FULL,Trang bị đã đầy
