npc_id,hero_cid,name,avatar_path,spine_name,role,quality,star,job,level,skill_id_list,fight_value,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
200001,2053,Himiko,2053.png,BMH_UR,10,7,5,1,300,114801001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200002,2049,Icarus,2049.png,YKLS_UR,10,7,5,1,300,114801001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200003,2063,Sim Cheong,2063.png,SQE_UR,10,7,5,3,300,116201001|116202001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200004,2055,Frost Dragon,2055.png,LB_UR,10,7,5,3,300,125401001|115402001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200005,2056,Ember Dragon,2056.png,LH_UR,10,7,5,1,300,125501001|125502001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200006,2057,Storm Dragon,2057.png,LL_UR,10,7,5,2,300,125601001|125602001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200007,2051,Heimdall,2051.png,HMDE_UR,10,7,5,1,300,125001001|125002001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200008,2060,Freyja,2060.png,FLY_UR,10,7,5,3,300,125901001|125902001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200009,2067,Chang'e,2067.png,CE_UR,10,7,5,2,300,126601001|126602001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200010,2068,Asura,2068.png,AXL_UR,10,7,5,1,300,126701001|126702001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200011,2054,Enmusubi,2054.png,ZRNZ_UR,10,7,5,3,300,125301001|125302001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200012,2065,Gemini,2065.png,YWJ_UR,10,7,5,3,300,116401001|116402001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200013,2069,Athena,2069.png,YDN_UR,10,7,5,1,300,126801001|126802001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200014,2071,Capricornus,2071.png,MJZ_UR,10,7,5,2,300,127101001|127102001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200015,2073,Pisces,2073.png,SYZ_UR,10,7,5,2,300,127301001|127302001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200016,2074,Venus,2074.png,WNS_UR,10,7,5,2,300,127401001|127402001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200017,2075,Zeus,2075.png,ZS_UR,10,7,5,2,300,127501001|127502001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200018,2076,Loki,2076.png,LJ_UR,10,7,5,2,300,127601001|127602001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200019,2077,Thor,2077.png,SE_UR,10,7,5,2,300,127701001|127702001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
200020,2078,Apollo,2078.png,ABL_UR,10,7,5,2,300,127801001|127802001,999999999,900000000,100000,150000,999,999,999,999,9999999,0,9999,9999,0,900,0,0,999999,999999,999999,0,0,0,0
