npc_id,name,avatar_path,spine_name,role,quality,star,job,level,skill_id_list,fight_value,max_hp,min_attack,max_attack,defend,defend_ignore_level,physc_def,magic_def,hit,dehit,crit,decrit,damage_add,damage_minus,crit_damage_add,drain_hp,defend_ignore,physc_def_ignore,magic_def_ignore,debuff_resist,hp_recover,bounce_rate,speed
11000001,Nephthys,2005.png,NFDS0,9,4,3,2,150,110401001|110402001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000002,Shennong,2008.png,SN0,9,4,3,1,150,110701001|110702001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000003,Lilith,2010.png,NBLS0,9,4,3,3,150,110901001|110902001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000004,Raphael,2017.png,LFE0,9,4,3,3,150,111601001|111602001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000005,Sif,2023.png,XF0,9,4,3,1,150,112201001|112202001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000006,Apep,2029.png,APP0,9,4,3,3,150,112801001|112802001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000007,Geb,2009.png,GB0,9,4,3,1,150,110801001|110802001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000008,Iris,2021.png,YXS0,9,4,3,2,150,112001001|112002001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000009,Belldandy,2022.png,BLDD0,9,4,3,3,150,112101001|100302001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
11000010,Xiwangmu,2027.png,XWM0,9,4,3,2,150,112601001|112602001,6843158,2380243,265245,328375,86287,78443,131047,131047,50689,12396,80576,80576,0,0,600,300,1500,2250,2250,450,0,0,450
