name,value
OK,Подтвердить
AGREE,Принять
REFUSE,Отказаться
CANCEL,Отмена
SUCCESS,Успех
FAIL,Поражение
BUY,Купить
GOTO,Вперед
TIME_UNIT_MONTH,Месяц
TIME_UNIT_DAY,День
TIME_UNIT_HOUR,ч.
TIME_UNIT_MIN,мин.
TIME_UNIT_SEC,сек.
INPUT_CANNOT_BE_EMPTY,Необходимо заполнить
STRING_LENGTH_LIMIT,Макс. {0} символов
GET_CONFIG_FAILD,Ошибка чтения конфигурации
UNABLE_TO_CONNECT_TO_SERVER,Ошибка подключения к серверу
INVALID_TOKEN,Ошибка статуса входа
INVALID_ENTRY_ID,Выбран недействующий сервер
SERVER_ERROR,На сервере произошла ошибка
INVALID_PARAM,Неверный параметр
SERVER_IS_FULL,Сервер переполнен
DUPLICATE_NAME,Имя уже занято
ILLEGAL_NAME_LENGTH,Неверная длина имени
ILLEGAL_NAME,Имя содержит недопустимые символы
PASSPORT_CANT_BE_NULL,Введите название аккаунта
CONFIRM_REPLACE_ARMOR,"На вас уже надето снаряжение, хотите надеть <color=#00ff00>{name}</color>?"
USER_LEVEL_INVALID,Уровень не подходит
ARMOR_SCORE_FORMAT,Очки  снар.: {score}
ARMOR_LEVEL_FORMAT,Ур.  снар.: {level}
DUNGEON_WIN_RATE,Победы: {rate}%
DUNGEON_EXP_ADD_RATE,Бонус опыта: {rate}%
SKILL_LOCK,Навык откроется на ур. {level}
SKILL_CONTINER_LOCK,Откроется на ур. {level}
CUR_DUNEGON_IS_LOCK,Выбранное подземелье закрыто
CUR_MAP_IS_LOCK,Выбранная карта закрыта
BOSS_TIAO_ZHAN,Вызов босса
BOSS_SAO_DANG,Зачистка босса
BUY_BOSS_FIGHT_COUNT_COST,"Попытка вызова босса в {0} раз за сегодня стоит {1} алм. Продолжить? (Будучи VIP {2}, сегодня вы сможете купить еще {3} раз(а) )"
FAST_FIGHT_COST,"Быстрый бой на 2 часа стоит {0} алм. Продолжить? (Будучи VIP {1}, сегодня вы сможете купить еще {2} раз(а) )"
BOSS_FIGHT_WIN_RATE_NOUT_ENOUGH,Для вызова босса нужно более 80% побед
USE_GOODS_TO_GET_BOSS_FIGHT_COUNT,Свитков вызова босса в наличии: {0} Использовать?
REACH_USE_MAX_COUNT_TODAY,Все звёзды дневной лимит использования
IS_FIGHING_BOSS,На испытании
ALREADY_IN_DUNGEON,Назад
DO_CHANGE_DUNGEON,Авторежим
STRENGTH,СИЛ
AGILITY,ЛОВК
INTELLIGENCE,ИНТ
STAMINA,ВЫН
MAX_HP,Макс. ОЗ
MAX_MP,Макс. ОМ
MIN_ATTACK,Мин. АТК
MAX_ATTACK,Макс. АТК
DEFEND,ЗАЩ
PHYSC_DEF,Ф.СОПР
MAGIC_DEF,М.СОПР
HIT,ТОЧН
DEHIT,УКЛ
CRIT,Крит
DECRIT,КРЕП
MP_RECOVER,Восст. ОМ
CUR_HP,Текущ. ОЗ
CUR_MP,Текущ. ОМ
ATTACK_ADD,АТК +
HP_ADD,ОЗ +
HIT_ADD,ТОЧН +
DEFEND_ADD,ЗАЩ +
DECRIT_ADD,КРЕП +
DEHIT_ADD,УКЛ +
CRIT_ADD,Крит +
CRIT_DAMAGE_ADD,Крит. урон +
DRAIN_HP,Вампиризм
DEFEND_IGNORE,ПРОБ ЗАЩ
PHYSC_DEF_IGNORE,Ф.ПРОБ
MAGIC_DEF_IGNORE,М.ПРОБ
PHYSC_DEF_ADD,Ф.СОПР +
MAGIC_DEF_ADD,М.СОПР +
DEBUFF_RESIST,СОПР к дебаффам
HP_RECOVER,Восст. ОЗ
BOUNCE_RATE,Отраж. урона
EXP_ADD,Получение опыта
EXP,Опыт
VIP_EXP,VIP-опыт
COIN_ADD,Выпадение монет
COIN,Монеты
GOLD,Алмазы
MEDAL,Подвиги
FUSION,Расплав
ESSENCE,Эссенция улучшения
GEM_TICKET,Свитки камней
PRESTIGE,Репутация
DEBRIS,Осколок святой души
SUMMON_SCORE,оч.
HONOR,честь
STAR_STONE,Сапфир
HIGH_QUALITY_RATE,Выпадение снар.
ARMOR_ATTR_PART1,<size=30><color=#FFFF00>Базовые атрибуты:</color></size>
ARMOR_ATTR_PART1_ITEM,<size=25><color=#FFFFFF>{text}</color></size>
ARMOR_ATTR_PART2,<size=30><color=#FFFF00>Доп. атрибуты:</color></size>
ARMOR_ATTR_PART2_ITEM,<size=25><color=#FF882C>{text}</color></size>
